Metric,Value
cagr,0.10459599586429746
sharpe,0.6179130634529635
sortino,0.739800542089508
vol_ann,0.18995917701308662
max_dd,-0.3094005135075554
avg_dd,-0.1090529022332664
max_dd_duration,854.0
avg_dd_duration,171.565744294082
win_rate,0.43283582089552236
profit_factor,2.571847455843428
expectancy,0.052788895219929334
best_trade,0.6749818024979892
worst_trade,-0.16078926003649346
sqn,2.4780138943368293
kelly,0.2645381950343588
exposure,0.5725971370143149
buy_hold,118.05211202331147
